InventoryID,DateKey,ProductKey,WarehouseKey,SupplierKey,OpeningStock,StockReceived,StockIssued,ClosingStock,ReorderLevel,SafetyStock,InventoryValue,InventoryStatus,DailyDemand,InventoryTurnover,DaysOfInventory,WarehouseUtilizationPct,CarryingCost,StockAgeDays,ExpiredInventory
242,20230113,13,4,7,687,232,234,685,2211,1638,924750,Critical,234,0.34,2.93,0.76,13871.25,78,4
243,20230113,14,4,8,1490,402,356,1536,3364,2492,2887680,Critical,356,0.24,4.31,1.71,43315.2,39,0
244,20230113,15,4,9,480,203,181,502,1710,1267,1229900,Critical,181,0.37,2.77,0.56,18448.5,27,0
245,20230113,17,5,11,1056,240,213,1083,2012,1491,51984,Critical,213,0.2,5.08,1.55,779.76,40,0
246,20230113,18,5,12,677,282,258,701,2438,1806,2804,Critical,258,0.37,2.72,1.0,42.06,86,7
247,20230113,19,5,13,849,92,72,869,680,504,15642,Healthy,72,0.08,12.07,1.24,234.63,57,0
248,20230113,20,6,14,734,138,125,747,1181,875,19422,Critical,125,0.17,5.98,1.49,291.33,25,0
249,20230113,21,6,15,691,220,201,710,1899,1407,10650,Critical,201,0.29,3.53,1.42,159.75,41,0
250,20230113,22,6,16,824,51,41,834,387,287,28356,Healthy,41,0.05,20.34,1.67,425.34,75,0
251,20230114,1,1,1,3249,878,728,3399,6879,5096,278718,Critical,728,0.22,4.67,1.89,4180.77,37,0
252,20230114,2,1,1,1987,970,943,2014,8911,6601,217512,Critical,943,0.47,2.14,1.12,3262.68,56,0
253,20230114,3,1,2,1583,384,332,1635,3137,2324,215820,Critical,332,0.21,4.92,0.91,3237.3,5,0
254,20230114,5,2,3,1720,253,212,1761,2003,1484,436728,Reorder,212,0.12,8.31,1.17,6550.92,57,0
255,20230114,6,2,3,3123,213,196,3140,1852,1372,675100,Healthy,196,0.06,16.02,2.09,10126.5,84,31
256,20230114,7,2,4,1163,969,856,1276,8089,5992,239888,Critical,856,0.7,1.49,0.85,3598.32,31,0
257,20230114,8,2,4,3443,789,636,3596,6010,4452,1312540,Critical,636,0.18,5.65,2.4,19688.1,41,0
258,20230114,9,3,5,1296,180,161,1315,1521,1127,315600,Reorder,161,0.12,8.17,1.1,4734.0,20,0
259,20230114,10,3,5,1265,384,364,1285,3439,2548,655350,Critical,364,0.29,3.53,1.07,9830.25,35,0
260,20230114,11,3,6,797,182,143,836,1351,1001,123728,Critical,143,0.18,5.85,0.7,1855.92,6,0
261,20230114,12,3,6,1770,116,89,1797,841,623,1599330,Healthy,89,0.05,20.19,1.5,23989.95,19,0
262,20230114,13,4,7,685,595,463,817,4375,3241,1102950,Critical,463,0.62,1.76,0.91,16544.25,24,0
263,20230114,16,4,10,1376,249,223,1402,2107,1561,869240,Critical,223,0.16,6.29,1.56,13038.6,70,0
264,20230114,17,5,11,1083,262,211,1134,1993,1477,54432,Critical,211,0.19,5.37,1.62,816.48,66,0
265,20230114,18,5,12,701,133,99,735,935,693,2940,Reorder,99,0.14,7.42,1.05,44.1,75,0
266,20230114,19,5,13,869,322,269,922,2542,1883,16596,Critical,269,0.3,3.43,1.32,248.94,81,8
267,20230114,20,6,14,747,76,57,766,538,399,19916,Healthy,57,0.08,13.44,1.53,298.74,13,0
268,20230114,21,6,15,710,228,215,723,2031,1505,10845,Critical,215,0.3,3.36,1.45,162.67,58,0
269,20230114,22,6,16,834,97,90,841,850,630,28594,Reorder,90,0.11,9.34,1.68,428.91,39,0
270,20230115,1,1,1,3399,564,433,3530,4091,3031,289460,Reorder,433,0.12,8.15,1.96,4341.9,43,0
271,20230115,2,1,1,2014,245,201,2058,1899,1407,222264,Healthy,201,0.1,10.24,1.14,3333.96,89,15
272,20230115,3,1,2,1635,485,385,1735,3638,2695,229020,Critical,385,0.23,4.51,0.96,3435.3,66,0
273,20230115,4,1,2,1501,602,531,1572,5017,3717,276672,Critical,531,0.35,2.96,0.87,4150.08,74,0
274,20230115,5,2,3,1761,471,450,1782,4252,3150,441936,Critical,450,0.25,3.96,1.19,6629.04,29,0
275,20230115,6,2,3,3140,1249,925,3464,8741,6475,744760,Critical,925,0.28,3.74,2.31,11171.4,54,0
276,20230115,7,2,4,1276,143,135,1284,1275,945,241392,Healthy,135,0.11,9.51,0.86,3620.88,10,0
277,20230115,8,2,4,3596,497,432,3661,4082,3024,1336265,Reorder,432,0.12,8.47,2.44,20043.97,53,0
278,20230115,9,3,5,1315,72,65,1322,614,455,317280,Healthy,65,0.05,20.34,1.1,4759.2,88,2
279,20230115,10,3,5,1285,289,219,1355,2069,1533,691050,Critical,219,0.17,6.19,1.13,10365.75,69,0
280,20230115,11,3,6,836,231,175,892,1653,1225,132016,Critical,175,0.2,5.1,0.74,1980.24,17,0
281,20230115,13,4,7,817,186,147,856,1389,1029,1155600,Critical,147,0.18,5.82,0.95,17334.0,72,0
282,20230115,14,4,8,1536,297,210,1623,1984,1470,3051240,Reorder,210,0.13,7.73,1.8,45768.6,23,0
283,20230115,15,4,9,502,156,140,518,1323,980,1269100,Critical,140,0.27,3.7,0.58,19036.5,24,0
284,20230115,16,4,10,1402,516,502,1416,4743,3514,877920,Critical,502,0.36,2.82,1.57,13168.8,38,0
285,20230115,17,5,11,1134,110,100,1144,945,700,54912,Healthy,100,0.09,11.44,1.63,823.68,88,1
286,20230115,19,5,13,922,219,191,950,1804,1337,17100,Critical,191,0.2,4.97,1.36,256.5,73,0
287,20230115,21,6,15,723,208,173,758,1634,1211,11370,Critical,173,0.23,4.38,1.52,170.55,67,0
288,20230115,22,6,16,841,52,37,856,349,259,29104,Healthy,37,0.04,23.14,1.71,436.56,13,0
289,20230116,1,1,1,3530,425,393,3562,3713,2751,292084,Reorder,393,0.11,9.06,1.98,4381.26,41,0
290,20230116,2,1,1,2058,822,685,2195,6473,4795,237060,Critical,685,0.32,3.2,1.22,3555.9,60,0
291,20230116,3,1,2,1735,737,617,1855,5830,4319,244860,Critical,617,0.34,3.01,1.03,3672.9,17,0
292,20230116,4,1,2,1572,367,329,1610,3109,2303,283360,Critical,329,0.21,4.89,0.89,4250.4,8,0
293,20230116,6,2,3,3464,753,739,3478,6983,5173,747770,Critical,739,0.21,4.71,2.32,11216.55,42,0
294,20230116,7,2,4,1284,634,542,1376,5121,3794,258688,Critical,542,0.41,2.54,0.92,3880.32,36,0
295,20230116,8,2,4,3661,277,238,3700,2249,1666,1350500,Healthy,238,0.06,15.55,2.47,20257.5,28,0
296,20230116,9,3,5,1322,754,610,1466,5764,4270,351840,Critical,610,0.44,2.4,1.22,5277.6,53,0
297,20230116,13,4,7,856,57,44,869,415,308,1173150,Healthy,44,0.05,19.75,0.97,17597.25,79,2
298,20230116,14,4,8,1623,170,156,1637,1474,1092,3077560,Healthy,156,0.1,10.49,1.82,46163.4,63,0
299,20230116,15,4,9,518,49,38,529,359,266,1296050,Healthy,38,0.07,13.92,0.59,19440.75,64,0
300,20230116,16,4,10,1416,302,251,1467,2371,1757,909540,Critical,251,0.17,5.84,1.63,13643.1,25,0
301,20230116,18,5,12,735,438,442,731,4176,3094,2924,Critical,442,0.6,1.65,1.04,43.86,80,4
302,20230116,19,5,13,950,158,129,979,1219,903,17622,Reorder,129,0.13,7.59,1.4,264.33,37,0
303,20230116,20,6,14,766,82,67,781,633,469,20306,Healthy,67,0.09,11.66,1.56,304.59,54,0
304,20230116,21,6,15,758,216,158,816,1493,1106,12240,Critical,158,0.2,5.16,1.63,183.6,53,0
305,20230116,22,6,16,856,101,86,871,812,602,29614,Healthy,86,0.1,10.13,1.74,444.21,42,0
306,20230117,1,1,1,3562,728,722,3568,6822,5054,292576,Critical,722,0.2,4.94,1.98,4388.64,55,0
307,20230117,2,1,1,2195,926,829,2292,7834,5803,247536,Critical,829,0.37,2.76,1.27,3713.04,11,0
308,20230117,3,1,2,1855,750,632,1973,5972,4424,260436,Critical,632,0.33,3.12,1.1,3906.54,41,0
309,20230117,6,2,3,3478,816,622,3672,5877,4354,789480,Critical,622,0.17,5.9,2.45,11842.2,50,0
310,20230117,7,2,4,1376,368,304,1440,2872,2128,270720,Critical,304,0.22,4.74,0.96,4060.8,37,0
311,20230117,9,3,5,1466,118,102,1482,963,714,355680,Healthy,102,0.07,14.53,1.23,5335.2,89,10
312,20230117,10,3,5,1355,185,154,1386,1455,1078,706860,Reorder,154,0.11,9.0,1.16,10602.9,85,10
313,20230117,11,3,6,892,214,210,896,1984,1470,132608,Critical,210,0.23,4.27,0.75,1989.12,9,0
314,20230117,12,3,6,1797,270,239,1828,2258,1673,1626920,Reorder,239,0.13,7.65,1.52,24403.8,16,0
315,20230117,14,4,8,1637,374,286,1725,2702,2002,3243000,Critical,286,0.17,6.03,1.92,48645.0,58,0
316,20230117,15,4,9,529,248,203,574,1918,1421,1406300,Critical,203,0.37,2.83,0.64,21094.5,74,0
317,20230117,16,4,10,1467,375,291,1551,2749,2037,961620,Critical,291,0.19,5.33,1.72,14424.3,69,0
318,20230117,18,5,12,731,417,359,789,3392,2513,3156,Critical,359,0.47,2.2,1.13,47.34,37,0
319,20230117,19,5,13,979,68,60,987,567,420,17766,Healthy,60,0.06,16.45,1.41,266.49,42,0
320,20230117,20,6,14,781,227,179,829,1691,1253,21554,Critical,179,0.22,4.63,1.66,323.31,19,0
321,20230117,21,6,15,816,150,115,851,1086,805,12765,Reorder,115,0.14,7.4,1.7,191.47,33,0
322,20230117,22,6,16,871,158,134,895,1266,938,30430,Critical,134,0.15,6.68,1.79,456.45,55,0
323,20230118,2,1,1,2292,1599,1355,2536,12804,9485,273888,Critical,1355,0.56,1.87,1.41,4108.32,51,0
324,20230118,4,1,2,1610,278,247,1641,2334,1729,288816,Critical,247,0.15,6.64,0.91,4332.24,38,0
325,20230118,5,2,3,1782,337,282,1837,2664,1974,455576,Critical,282,0.16,6.51,1.22,6833.64,38,0
326,20230118,6,2,3,3672,376,339,3709,3203,2373,797435,Healthy,339,0.09,10.94,2.47,11961.52,52,0
327,20230118,7,2,4,1440,577,490,1527,4630,3430,287076,Critical,490,0.33,3.12,1.02,4306.14,8,0
328,20230118,8,2,4,3700,478,441,3737,4167,3087,1364005,Reorder,441,0.12,8.47,2.49,20460.08,46,0
329,20230118,9,3,5,1482,109,81,1510,765,567,362400,Healthy,81,0.05,18.64,1.26,5436.0,13,0
330,20230118,11,3,6,896,231,191,936,1804,1337,138528,Critical,191,0.21,4.9,0.78,2077.92,43,0
331,20230118,12,3,6,1828,341,258,1911,2438,1806,1700790,Reorder,258,0.14,7.41,1.59,25511.85,10,0
332,20230118,13,4,7,869,74,56,887,529,392,1197450,Healthy,56,0.06,15.84,0.99,17961.75,68,0
333,20230118,14,4,8,1725,212,180,1757,1701,1260,3303160,Healthy,180,0.1,9.76,1.95,49547.4,73,0
334,20230118,15,4,9,574,184,164,594,1549,1148,1455300,Critical,164,0.28,3.62,0.66,21829.5,90,5
335,20230118,16,4,10,1551,364,302,1613,2853,2114,1000060,Critical,302,0.19,5.34,1.79,15000.9,80,4
336,20230118,18,5,12,789,139,115,813,1086,805,3252,Reorder,115,0.14,7.07,1.16,48.78,67,0
337,20230118,19,5,13,987,95,88,994,831,616,17892,Healthy,88,0.09,11.3,1.42,268.38,40,0
338,20230118,20,6,14,829,199,178,850,1682,1246,22100,Critical,178,0.21,4.78,1.7,331.5,61,0
339,20230118,21,6,15,851,100,80,871,756,560,13065,Healthy,80,0.09,10.89,1.74,195.97,51,0
340,20230118,22,6,16,895,140,133,902,1256,931,30668,Critical,133,0.15,6.78,1.8,460.02,74,0
341,20230119,1,1,1,3568,493,407,3654,3846,2849,299628,Reorder,407,0.11,8.98,2.03,4494.42,12,0
342,20230119,2,1,1,2536,552,442,2646,4176,3094,285768,Critical,442,0.17,5.99,1.47,4286.52,20,0
343,20230119,3,1,2,1973,529,451,2051,4261,3157,270732,Critical,451,0.22,4.55,1.14,4060.98,16,0
344,20230119,4,1,2,1641,1006,861,1786,8136,6027,314336,Critical,861,0.5,2.07,0.99,4715.04,81,0
345,20230119,6,2,3,3709,650,572,3787,5405,4004,814205,Critical,572,0.15,6.62,2.52,12213.07,21,0
346,20230119,7,2,4,1527,644,487,1684,4602,3409,316592,Critical,487,0.3,3.46,1.12,4748.88,75,0
347,20230119,8,2,4,3737,357,297,3797,2806,2079,1385905,Healthy,297,0.08,12.78,2.53,20788.58,34,0
348,20230119,9,3,5,1510,92,74,1528,699,518,366720,Healthy,74,0.05,20.65,1.27,5500.8,81,0
349,20230119,10,3,5,1386,102,100,1388,945,700,707880,Healthy,100,0.07,13.88,1.16,10618.2,21,0
350,20230119,11,3,6,936,432,391,977,3694,2737,144596,Critical,391,0.41,2.5,0.81,2168.94,19,0
351,20230119,12,3,6,1911,198,146,1963,1379,1022,1747070,Healthy,146,0.08,13.45,1.64,26206.05,6,0
352,20230119,13,4,7,887,48,45,890,425,315,1201500,Healthy,45,0.05,19.78,0.99,18022.5,80,5
353,20230119,14,4,8,1757,182,159,1780,1502,1113,3346400,Healthy,159,0.09,11.19,1.98,50196.0,21,0
354,20230119,15,4,9,594,209,172,631,1625,1204,1545950,Critical,172,0.28,3.67,0.7,23189.25,13,0
355,20230119,16,4,10,1613,136,124,1625,1171,868,1007500,Healthy,124,0.08,13.1,1.81,15112.5,70,0
356,20230119,17,5,11,1144,119,99,1164,935,693,55872,Healthy,99,0.09,11.76,1.66,838.08,33,0
357,20230119,18,5,12,813,533,377,969,3562,2639,3876,Critical,377,0.42,2.57,1.38,58.14,89,8
358,20230119,19,5,13,994,62,57,999,538,399,17982,Healthy,57,0.06,17.53,1.43,269.73,8,0
359,20230119,20,6,14,850,269,245,874,2315,1715,22724,Critical,245,0.28,3.57,1.75,340.86,56,0
360,20230119,21,6,15,871,223,174,920,1644,1218,13800,Critical,174,0.19,5.29,1.84,207.0,61,0
361,20230119,22,6,16,902,93,76,919,718,532,31246,Healthy,76,0.08,12.09,1.84,468.69,82,2
362,20230120,1,1,1,3654,227,197,3684,1861,1379,302088,Healthy,197,0.05,18.7,2.05,4531.32,86,35
363,20230120,2,1,1,2646,1470,1174,2942,11094,8218,317736,Critical,1174,0.42,2.51,1.63,4766.04,81,16
364,20230120,3,1,2,2051,311,274,2088,2589,1918,275616,Reorder,274,0.13,7.62,1.16,4134.24,60,0
365,20230120,4,1,2,1786,298,284,1800,2683,1988,316800,Critical,284,0.16,6.34,1.0,4752.0,88,17
366,20230120,5,2,3,1837,231,177,1891,1672,1239,468968,Healthy,177,0.09,10.68,1.26,7034.52,62,0
367,20230120,6,2,3,3787,520,408,3899,3855,2856,838285,Healthy,408,0.11,9.56,2.6,12574.27,63,0
368,20230120,7,2,4,1684,598,544,1738,5140,3808,326744,Critical,544,0.32,3.19,1.16,4901.16,45,0
369,20230120,8,2,4,3797,202,181,3818,1710,1267,1393570,Healthy,181,0.05,21.09,2.55,20903.55,52,0
370,20230120,9,3,5,1528,178,147,1559,1389,1029,374160,Healthy,147,0.1,10.61,1.3,5612.4,65,0
371,20230120,10,3,5,1388,115,113,1390,1067,791,708900,Healthy,113,0.08,12.3,1.16,10633.5,16,0
372,20230120,11,3,6,977,286,260,1003,2457,1820,148444,Critical,260,0.26,3.86,0.84,2226.66,52,0
373,20230120,13,4,7,890,224,184,930,1738,1288,1255500,Critical,184,0.2,5.05,1.03,18832.5,80,8
374,20230120,14,4,8,1780,175,153,1802,1445,1071,3387760,Healthy,153,0.09,11.78,2.0,50816.4,57,0
375,20230120,15,4,9,631,126,114,643,1077,798,1575350,Critical,114,0.18,5.64,0.71,23630.25,59,0
376,20230120,16,4,10,1625,290,245,1670,2315,1715,1035400,Critical,245,0.15,6.82,1.86,15531.0,41,0
377,20230120,17,5,11,1164,116,94,1186,888,658,56928,Healthy,94,0.08,12.62,1.69,853.92,78,8
378,20230120,18,5,12,969,129,119,979,1124,833,3916,Reorder,119,0.12,8.23,1.4,58.74,33,0
379,20230120,19,5,13,999,230,178,1051,1682,1246,18918,Critical,178,0.17,5.9,1.5,283.77,76,5
380,20230120,20,6,14,874,71,61,884,576,427,22984,Healthy,61,0.07,14.49,1.77,344.76,33,0
381,20230120,21,6,15,920,229,201,948,1899,1407,14220,Critical,201,0.22,4.72,1.9,213.3,84,9
382,20230120,22,6,16,919,154,129,944,1219,903,32096,Reorder,129,0.14,7.32,1.89,481.44,82,4
383,20230121,1,1,1,3684,454,395,3743,3732,2765,306926,Healthy,395,0.11,9.48,2.08,4603.89,44,0
384,20230121,2,1,1,2942,849,652,3139,6161,4564,339012,Critical,652,0.21,4.81,1.74,5085.18,28,0
385,20230121,3,1,2,2088,614,500,2202,4725,3500,290664,Critical,500,0.23,4.4,1.22,4359.96,56,0
386,20230121,5,2,3,1891,427,412,1906,3893,2884,472688,Critical,412,0.22,4.63,1.27,7090.32,8,0
387,20230121,6,2,3,3899,559,512,3946,4838,3584,848390,Reorder,512,0.13,7.71,2.63,12725.85,53,0
388,20230121,7,2,4,1738,416,345,1809,3260,2415,340092,Critical,345,0.19,5.24,1.21,5101.38,52,0
389,20230121,8,2,4,3818,174,146,3846,1379,1022,1403790,Healthy,146,0.04,26.34,2.56,21056.85,77,38
390,20230121,9,3,5,1559,720,587,1692,5547,4109,406080,Critical,587,0.36,2.88,1.41,6091.2,25,0
391,20230121,11,3,6,1003,176,129,1050,1219,903,155400,Reorder,129,0.13,8.14,0.88,2331.0,15,0
392,20230121,12,3,6,1963,151,138,1976,1304,966,1758640,Healthy,138,0.07,14.32,1.65,26379.6,67,0
393,20230121,13,4,7,930,210,172,968,1625,1204,1306800,Critical,172,0.18,5.63,1.08,19602.0,32,0
394,20230121,14,4,8,1802,82,61,1823,576,427,3427240,Healthy,61,0.03,29.89,2.03,51408.6,60,0
395,20230121,15,4,9,643,293,277,659,2617,1939,1614550,Critical,277,0.43,2.38,0.73,24218.25,80,3
396,20230121,16,4,10,1670,380,307,1743,2901,2149,1080660,Critical,307,0.18,5.68,1.94,16209.9,33,0
397,20230121,17,5,11,1186,94,83,1197,784,581,57456,Healthy,83,0.07,14.42,1.71,861.84,5,0
398,20230121,18,5,12,979,119,117,981,1105,819,3924,Reorder,117,0.12,8.38,1.4,58.86,22,0
399,20230121,19,5,13,1051,238,185,1104,1748,1295,19872,Critical,185,0.17,5.97,1.58,298.08,20,0
400,20230121,21,6,15,948,187,182,953,1719,1274,14295,Critical,182,0.19,5.24,1.91,214.42,27,0
401,20230121,22,6,16,944,47,42,949,396,294,32266,Healthy,42,0.04,22.6,1.9,483.99,34,0
402,20230122,2,1,1,3139,1569,1438,3270,13589,10066,353160,Critical,1438,0.45,2.27,1.82,5297.4,50,0
403,20230122,3,1,2,2202,821,813,2210,7682,5691,291720,Critical,813,0.37,2.72,1.23,4375.8,10,0
404,20230122,6,2,3,3946,439,373,4012,3524,2611,862580,Healthy,373,0.09,10.76,2.67,12938.7,14,0
405,20230122,7,2,4,1809,274,224,1859,2116,1568,349492,Reorder,224,0.12,8.3,1.24,5242.38,78,12
406,20230122,8,2,4,3846,1081,871,4056,8230,6097,1480440,Critical,871,0.22,4.66,2.7,22206.6,19,0
407,20230122,9,3,5,1692,468,448,1712,4233,3136,410880,Critical,448,0.26,3.82,1.43,6163.2,26,0
408,20230122,10,3,5,1390,100,83,1407,784,581,717570,Healthy,83,0.06,16.95,1.17,10763.55,51,0
409,20230122,11,3,6,1050,232,228,1054,2154,1596,155992,Critical,228,0.22,4.62,0.88,2339.88,36,0
410,20230122,12,3,6,1976,134,112,1998,1058,784,1778220,Healthy,112,0.06,17.84,1.67,26673.3,15,0
411,20230122,13,4,7,968,302,250,1020,2362,1750,1377000,Critical,250,0.25,4.08,1.13,20655.0,48,0
412,20230122,14,4,8,1823,53,50,1826,472,350,3432880,Healthy,50,0.03,36.52,2.03,51493.2,14,0
413,20230122,15,4,9,659,118,91,686,859,637,1680700,Reorder,91,0.14,7.54,0.76,25210.5,70,0
414,20230122,16,4,10,1743,100,95,1748,897,665,1083760,Healthy,95,0.05,18.4,1.94,16256.4,49,0
415,20230122,17,5,11,1197,420,370,1247,3496,2590,59856,Critical,370,0.3,3.37,1.78,897.84,23,0
416,20230122,18,5,12,981,122,99,1004,935,693,4016,Healthy,99,0.1,10.14,1.43,60.24,30,0
417,20230122,19,5,13,1104,219,181,1142,1710,1267,20556,Critical,181,0.16,6.31,1.63,308.34,88,1
418,20230122,21,6,15,953,104,99,958,935,693,14370,Healthy,99,0.1,9.68,1.92,215.55,68,0
419,20230122,22,6,16,949,49,43,955,406,301,32470,Healthy,43,0.05,22.21,1.91,487.05,79,7
420,20230123,1,1,1,3743,708,638,3813,6029,4466,312666,Critical,638,0.17,5.98,2.12,4689.99,87,20
421,20230123,2,1,1,3270,654,541,3383,5112,3787,365364,Critical,541,0.16,6.25,1.88,5480.46,24,0
422,20230123,3,1,2,2210,712,606,2316,5726,4242,305712,Critical,606,0.27,3.82,1.29,4585.68,85,9
423,20230123,4,1,2,1800,303,251,1852,2371,1757,325952,Reorder,251,0.14,7.38,1.03,4889.28,50,0
424,20230123,5,2,3,1906,354,287,1973,2712,2009,489304,Critical,287,0.15,6.87,1.32,7339.56,62,0
425,20230123,6,2,3,4012,1081,962,4131,9090,6734,888165,Critical,962,0.24,4.29,2.75,13322.48,41,0
426,20230123,7,2,4,1859,355,351,1863,3316,2457,350244,Critical,351,0.19,5.31,1.24,5253.66,16,0
427,20230123,8,2,4,4056,222,185,4093,1748,1295,1493945,Healthy,185,0.05,22.12,2.73,22409.17,64,0
428,20230123,10,3,5,1407,125,116,1416,1096,812,722160,Healthy,116,0.08,12.21,1.18,10832.4,10,0
429,20230123,11,3,6,1054,329,302,1081,2853,2114,159988,Critical,302,0.28,3.58,0.9,2399.82,88,3
430,20230123,12,3,6,1998,110,96,2012,907,672,1790680,Healthy,96,0.05,20.96,1.68,26860.2,24,0
431,20230123,13,4,7,1020,394,309,1105,2920,2163,1491750,Critical,309,0.29,3.58,1.23,22376.25,48,0
432,20230123,14,4,8,1826,79,56,1849,529,392,3476120,Healthy,56,0.03,33.02,2.05,52141.8,87,5
433,20230123,16,4,10,1748,92,89,1751,841,623,1085620,Healthy,89,0.05,19.67,1.95,16284.3,61,0
434,20230123,17,5,11,1247,216,188,1275,1776,1316,61200,Critical,188,0.15,6.78,1.82,918.0,51,0
435,20230123,18,5,12,1004,152,125,1031,1181,875,4124,Reorder,125,0.12,8.25,1.47,61.86,57,0
436,20230123,19,5,13,1142,255,217,1180,2050,1519,21240,Critical,217,0.19,5.44,1.69,318.6,11,0
437,20230123,20,6,14,884,127,107,904,1011,749,23504,Reorder,107,0.12,8.45,1.81,352.56,13,0
438,20230123,21,6,15,958,200,177,981,1672,1239,14715,Critical,177,0.18,5.54,1.96,220.72,54,0
439,20230123,22,6,16,955,144,134,965,1266,938,32810,Reorder,134,0.14,7.2,1.93,492.15,89,9
440,20230124,1,1,1,3813,824,635,4002,6000,4445,328164,Critical,635,0.16,6.3,2.22,4922.46,79,9
441,20230124,2,1,1,3383,577,439,3521,4148,3073,380268,Reorder,439,0.13,8.02,1.96,5704.02,88,25
442,20230124,3,1,2,2316,237,224,2329,2116,1568,307428,Healthy,224,0.1,10.4,1.29,4611.42,15,0
443,20230124,5,2,3,1973,495,421,2047,3978,2947,507656,Critical,421,0.21,4.86,1.36,7614.84,47,0
444,20230124,6,2,3,4131,191,160,4162,1512,1120,894830,Healthy,160,0.04,26.01,2.77,13422.45,72,0
445,20230124,7,2,4,1863,376,356,1883,3364,2492,354004,Critical,356,0.19,5.29,1.26,5310.06,70,0
446,20230124,8,2,4,4093,1043,877,4259,8287,6139,1554535,Critical,877,0.21,4.86,2.84,23318.02,28,0
447,20230124,9,3,5,1712,402,306,1808,2891,2142,433920,Critical,306,0.17,5.91,1.51,6508.8,67,0
448,20230124,11,3,6,1081,119,119,1081,1124,833,159988,Reorder,119,0.11,9.08,0.9,2399.82,24,0
449,20230124,12,3,6,2012,307,303,2016,2863,2121,1794240,Critical,303,0.15,6.65,1.68,26913.6,17,0
450,20230124,13,4,7,1105,148,126,1127,1190,882,1521450,Reorder,126,0.11,8.94,1.25,22821.75,72,0
451,20230124,14,4,8,1849,64,57,1856,538,399,3489280,Healthy,57,0.03,32.56,2.06,52339.2,84,4
452,20230124,15,4,9,686,252,194,744,1833,1358,1822800,Critical,194,0.27,3.84,0.83,27342.0,28,0
453,20230124,17,5,11,1275,148,127,1296,1200,889,62208,Healthy,127,0.1,10.2,1.85,933.12,26,0
454,20230124,18,5,12,1031,471,345,1157,3260,2415,4628,Critical,345,0.32,3.35,1.65,69.42,51,0
455,20230124,19,5,13,1180,167,129,1218,1219,903,21924,Reorder,129,0.11,9.44,1.74,328.86,61,0
456,20230124,20,6,14,904,147,130,921,1228,910,23946,Reorder,130,0.14,7.08,1.84,359.19,62,0
457,20230124,21,6,15,981,95,79,997,746,553,14955,Healthy,79,0.08,12.62,1.99,224.32,65,0
458,20230124,22,6,16,965,106,78,993,737,546,33762,Healthy,78,0.08,12.73,1.99,506.43,78,7
459,20230125,1,1,1,4002,307,249,4060,2353,1743,332920,Healthy,249,0.06,16.31,2.26,4993.8,53,0
460,20230125,2,1,1,3521,577,481,3617,4545,3367,390636,Reorder,481,0.13,7.52,2.01,5859.54,25,0
461,20230125,3,1,2,2329,255,221,2363,2088,1547,311916,Healthy,221,0.09,10.69,1.31,4678.74,22,0
462,20230125,4,1,2,1852,833,598,2087,5651,4186,367312,Critical,598,0.3,3.49,1.16,5509.68,66,0
463,20230125,6,2,3,4162,1016,825,4353,7796,5775,935895,Critical,825,0.19,5.28,2.9,14038.42,18,0
464,20230125,7,2,4,1883,436,360,1959,3402,2520,368292,Critical,360,0.19,5.44,1.31,5524.38,20,0
465,20230125,8,2,4,4259,449,419,4289,3959,2933,1565485,Healthy,419,0.1,10.24,2.86,23482.27,39,0
466,20230125,10,3,5,1416,150,129,1437,1219,903,732870,Healthy,129,0.09,11.14,1.2,10993.05,60,0
467,20230125,12,3,6,2016,515,514,2017,4857,3598,1795130,Critical,514,0.25,3.92,1.68,26926.95,62,0
468,20230125,14,4,8,1856,266,234,1888,2211,1638,3549440,Reorder,234,0.12,8.07,2.1,53241.6,58,0
469,20230125,15,4,9,744,64,59,749,557,413,1835050,Healthy,59,0.08,12.69,0.83,27525.75,35,0
470,20230125,16,4,10,1751,106,82,1775,774,574,1100500,Healthy,82,0.05,21.65,1.97,16507.5,33,0
471,20230125,17,5,11,1296,122,124,1294,1171,868,62112,Healthy,124,0.1,10.44,1.85,931.68,88,5
472,20230125,18,5,12,1157,420,312,1265,2948,2184,5060,Critical,312,0.26,4.05,1.81,75.9,41,0
473,20230125,19,5,13,1218,315,249,1284,2353,1743,23112,Critical,249,0.2,5.16,1.83,346.68,22,0
474,20230125,20,6,14,921,91,74,938,699,518,24388,Healthy,74,0.08,12.68,1.88,365.82,83,0
475,20230125,21,6,15,997,172,122,1047,1152,854,15705,Reorder,122,0.12,8.58,2.09,235.57,32,0
476,20230125,22,6,16,993,105,85,1013,803,595,34442,Healthy,85,0.08,11.92,2.03,516.63,82,8
477,20230126,1,1,1,4060,310,284,4086,2683,1988,335052,Healthy,284,0.07,14.39,2.27,5025.78,35,0
478,20230126,2,1,1,3617,525,412,3730,3893,2884,402840,Reorder,412,0.11,9.05,2.07,6042.6,58,0
479,20230126,4,1,2,2087,405,347,2145,3279,2429,377520,Critical,347,0.16,6.18,1.19,5662.8,13,0
480,20230126,5,2,3,2047,601,596,2052,5632,4172,508896,Critical,596,0.29,3.44,1.37,7633.44,81,17
481,20230126,6,2,3,4353,378,349,4382,3298,2443,942130,Healthy,349,0.08,12.56,2.92,14131.95,35,0
